Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Gender
1375,Estimates,Bahrain,,48,Country,922,1995,31,29,27,21,28,39,43,37,26,16,10,6,4,3,2,1,0,0,0,0,0,Male-Population
1376,Estimates,Bahrain,,48,Country,922,2000,38,36,29,26,33,41,45,40,34,25,14,7,5,3,2,1,1,0,0,0,0,Male-Population
1377,Estimates,Bahrain,,48,Country,922,2005,42,42,36,36,57,67,63,60,52,37,19,10,5,4,3,2,1,0,0,0,0,Male-Population
1378,Estimates,Bahrain,,48,Country,922,2010,47,43,40,36,70,123,114,88,74,54,40,22,12,5,4,2,1,0,0,0,0,Male-Population
1379,Estimates,Bahrain,,48,Country,922,2015,55,49,44,38,64,119,132,98,81,59,42,34,15,7,4,3,1,1,0,0,0,Male-Population
1380,Estimates,Bahrain,,48,Country,922,2020,55,59,46,49,53,146,220,160,101,73,52,34,28,13,6,3,2,1,0,0,0,Male-Population
1381,Estimates,Cyprus,4,196,Country,922,1950,34,27,26,23,20,17,16,15,13,12,11,8,7,6,4,3,1,0,0,0,0,Male-Population
1382,Estimates,Cyprus,4,196,Country,922,1955,33,33,26,24,20,18,16,15,14,13,11,10,8,7,5,3,1,0,0,0,0,Male-Population
1383,Estimates,Cyprus,4,196,Country,922,1960,38,35,34,23,23,18,17,15,15,14,13,10,9,6,6,3,1,1,0,0,0,Male-Population
1384,Estimates,Cyprus,4,196,Country,922,1965,35,33,33,30,23,19,17,15,15,13,14,11,10,6,6,3,1,0,0,0,0,Male-Population
1385,Estimates,Cyprus,4,196,Country,922,1970,30,33,35,29,25,20,18,16,15,14,13,12,12,10,8,5,4,1,0,0,0,Male-Population
1386,Estimates,Cyprus,4,196,Country,922,1975,31,31,31,31,31,26,22,20,17,16,14,13,12,10,8,5,3,2,0,0,0,Male-Population
1387,Estimates,Cyprus,4,196,Country,922,1980,31,28,29,31,37,32,26,24,19,17,15,13,12,10,8,5,3,1,1,0,0,Male-Population
1388,Estimates,Cyprus,4,196,Country,922,1985,33,29,28,30,36,32,28,25,21,18,16,14,12,11,9,6,4,1,0,0,0,Male-Population
1389,Estimates,Cyprus,4,196,Country,922,1990,36,34,30,30,37,34,32,28,25,22,18,16,13,12,9,7,5,2,0,0,0,Male-Population
1390,Estimates,Cyprus,4,196,Country,922,1995,37,36,35,33,38,36,34,33,29,26,22,18,15,13,10,7,6,2,1,0,0,Male-Population
1391,Estimates,Cyprus,4,196,Country,922,2000,35,37,36,40,44,39,35,35,34,29,27,23,18,14,11,8,6,3,1,0,0,Male-Population
1392,Estimates,Cyprus,4,196,Country,922,2005,32,36,38,43,52,46,39,36,37,34,31,26,21,17,13,9,6,3,1,0,0,Male-Population
1393,Estimates,Cyprus,4,196,Country,922,2010,33,33,36,45,54,51,47,38,35,36,34,30,25,20,16,11,7,3,1,0,0,Male-Population
1394,Estimates,Cyprus,4,196,Country,922,2015,34,34,34,40,58,55,47,42,38,36,36,32,28,24,18,13,8,4,1,0,0,Male-Population
1395,Estimates,Cyprus,4,196,Country,922,2020,33,35,35,38,50,52,50,45,42,39,37,36,31,27,22,15,10,4,1,0,0,Male-Population
1396,Estimates,Georgia,5,268,Country,922,1950,141,123,190,170,185,104,73,96,95,86,69,70,81,61,43,25,11,4,1,0,0,Male-Population
1397,Estimates,Georgia,5,268,Country,922,1955,195,143,124,190,170,184,103,72,92,90,80,62,62,66,44,26,12,4,1,0,0,Male-Population
1398,Estimates,Georgia,5,268,Country,922,1960,233,200,146,125,189,170,183,103,71,88,84,73,55,51,49,28,13,4,1,0,0,Male-Population
1399,Estimates,Georgia,5,268,Country,922,1965,250,242,207,151,126,189,169,181,102,69,83,77,65,47,39,31,14,5,1,0,0,Male-Population
1400,Estimates,Georgia,5,268,Country,922,1970,234,256,250,212,154,127,187,167,178,101,66,77,70,55,36,26,17,5,1,0,0,Male-Population
1401,Estimates,Georgia,5,268,Country,922,1975,218,228,251,236,195,144,123,184,162,171,96,62,70,59,44,25,15,7,1,0,0,Male-Population
1402,Estimates,Georgia,5,268,Country,922,1980,217,210,222,245,223,178,134,120,181,156,164,90,56,61,46,31,15,7,2,0,0,Male-Population
1403,Estimates,Georgia,5,268,Country,922,1985,234,216,210,216,232,214,176,135,120,176,146,153,81,48,48,32,17,6,2,0,0,Male-Population
1404,Estimates,Georgia,5,268,Country,922,1990,240,233,216,212,208,219,205,174,136,119,169,135,139,70,38,33,18,7,2,0,0,Male-Population
1405,Estimates,Georgia,5,268,Country,922,1995,176,185,211,209,182,189,179,161,156,141,142,103,110,100,44,48,12,6,2,0,0,Male-Population
1406,Estimates,Georgia,5,268,Country,922,2000,136,153,186,183,166,156,142,155,154,129,115,70,109,89,68,43,15,3,2,0,0,Male-Population
1407,Estimates,Georgia,5,268,Country,922,2005,124,136,163,178,165,150,139,136,153,140,118,90,73,98,67,52,19,5,1,0,0,Male-Population
1408,Estimates,Georgia,5,268,Country,922,2010,138,120,132,155,164,151,140,133,128,145,131,112,84,62,77,46,28,8,1,0,0,Male-Population
1409,Estimates,Georgia,5,268,Country,922,2015,149,134,117,128,141,150,141,133,128,122,137,122,102,73,50,54,27,12,2,0,0,Male-Population
1410,Estimates,Georgia,5,268,Country,922,2020,138,148,133,115,123,135,144,136,128,123,115,126,110,87,58,35,31,11,3,0,0,Male-Population
1411,Estimates,Iraq,,368,Country,922,1950,424,362,304,265,229,213,210,195,179,151,116,84,45,32,22,13,6,2,0,0,0,Male-Population
1412,Estimates,Iraq,,368,Country,922,1955,609,381,354,297,256,220,203,199,182,165,136,101,70,35,22,13,6,2,0,0,0,Male-Population
1413,Estimates,Iraq,,368,Country,922,1960,603,567,375,348,290,249,213,195,190,172,153,122,87,56,25,14,6,2,0,0,0,Male-Population
1414,Estimates,Iraq,,368,Country,922,1965,743,574,560,371,342,284,243,207,188,181,161,139,107,72,42,16,7,2,0,0,0,Male-Population
1415,Estimates,Iraq,,368,Country,922,1970,979,718,569,555,365,335,278,237,201,181,172,149,124,90,55,28,9,3,1,0,0,Male-Population
1416,Estimates,Iraq,,368,Country,922,1975,  1 109,954,713,564,547,358,329,272,231,193,172,159,133,104,69,36,15,3,1,0,0,Male-Population
1417,Estimates,Iraq,,368,Country,922,1980,  1 251,  1 086,946,705,552,533,348,319,263,221,183,159,142,112,80,46,19,6,1,0,0,Male-Population
1418,Estimates,Iraq,,368,Country,922,1985,  1 377,  1 229,  1 076,913,635,486,478,318,299,248,205,166,141,120,87,54,25,7,1,0,0,Male-Population
1419,Estimates,Iraq,,368,Country,922,1990,  1 533,  1 348,  1 216,  1 039,826,545,415,426,286,276,228,188,147,118,93,59,29,10,2,0,0,Male-Population
1420,Estimates,Iraq,,368,Country,922,1995,  1 721,  1 516,  1 341,  1 199,  1 001,789,520,398,413,276,264,215,172,127,94,65,33,12,2,0,0,Male-Population
1421,Estimates,Iraq,,368,Country,922,2000,  1 969,  1 706,  1 510,  1 331,  1 180,983,775,512,392,405,267,251,198,150,102,66,37,14,3,0,0,Male-Population
1422,Estimates,Iraq,,368,Country,922,2005,  2 172,  1 947,  1 696,  1 495,  1 301,  1 144,952,751,493,376,385,248,227,169,118,70,37,15,3,0,0,Male-Population
1423,Estimates,Iraq,,368,Country,922,2010,  2 335,  2 130,  1 923,  1 650,  1 398,  1 183,  1 041,873,691,449,340,347,215,187,129,78,37,14,3,0,0,Male-Population
1424,Estimates,Iraq,,368,Country,922,2015,  2 699,  2 348,  2 137,  1 954,  1 732,  1 504,  1 274,  1 104,910,708,455,335,325,192,152,91,45,15,3,0,0,Male-Population
1425,Estimates,Iraq,,368,Country,922,2020,  2 768,  2 687,  2 341,  2 129,  1 941,  1 719,  1 493,  1 262,  1 089,890,684,430,306,283,154,107,52,18,4,0,0,Male-Population
1426,Estimates,Israel,,376,Country,922,1950,91,59,56,57,55,59,45,53,49,38,29,19,14,10,8,4,1,0,0,0,0,Male-Population
1427,Estimates,Israel,,376,Country,922,1955,127,105,73,69,66,61,64,50,60,55,43,32,21,15,9,6,3,1,0,0,0,Male-Population
1428,Estimates,Israel,,376,Country,922,1960,134,139,115,82,75,71,65,68,54,64,58,44,32,20,13,7,4,1,0,0,0,Male-Population
1429,Estimates,Israel,,376,Country,922,1965,152,146,154,129,86,76,72,69,73,60,69,61,44,31,17,10,5,2,0,0,0,Male-Population
1430,Estimates,Israel,,376,Country,922,1970,170,155,150,158,131,88,78,74,70,73,60,67,58,40,25,13,7,3,1,0,0,Male-Population
1431,Estimates,Israel,,376,Country,922,1975,214,176,163,159,162,132,91,83,79,74,75,60,65,53,35,20,9,4,1,0,0,Male-Population
1432,Estimates,Israel,,376,Country,922,1980,232,216,179,165,155,158,134,92,83,79,73,73,57,60,46,26,14,5,1,0,0,Male-Population
1433,Estimates,Israel,,376,Country,922,1985,232,232,216,178,164,155,157,133,91,82,77,70,68,51,50,34,17,7,2,0,0,Male-Population
1434,Estimates,Israel,,376,Country,922,1990,244,234,234,217,179,165,156,160,134,91,82,75,67,63,44,39,23,9,3,0,0,Male-Population
1435,Estimates,Israel,,376,Country,922,1995,268,258,257,251,226,189,176,167,173,148,98,87,83,71,63,41,29,13,4,1,0,Male-Population
1436,Estimates,Israel,,376,Country,922,2000,312,278,267,269,262,231,189,177,170,177,152,101,89,82,67,54,30,16,5,1,0,Male-Population
1437,Estimates,Israel,,376,Country,922,2005,338,314,281,270,271,265,234,191,179,171,177,151,100,85,74,55,39,18,7,1,0,Male-Population
1438,Estimates,Israel,,376,Country,922,2010,375,338,315,286,279,276,270,247,208,189,176,184,157,101,80,66,46,26,8,2,0,Male-Population
1439,Estimates,Israel,,376,Country,922,2015,422,378,341,317,289,282,277,270,246,207,187,171,174,146,89,66,50,28,13,3,0,Male-Population
1440,Estimates,Israel,,376,Country,922,2020,435,423,379,343,320,293,285,279,270,246,205,184,166,166,134,77,52,33,14,4,0,Male-Population
1441,Estimates,Jordan,,400,Country,922,1950,48,37,31,24,18,14,12,11,10,9,9,8,7,5,4,2,1,0,0,0,0,Male-Population
1442,Estimates,Jordan,,400,Country,922,1955,63,53,45,38,30,23,18,15,13,12,11,10,9,7,5,3,1,0,0,0,0,Male-Population
1443,Estimates,Jordan,,400,Country,922,1960,90,66,62,53,44,36,28,22,18,15,13,11,10,8,6,4,2,0,0,0,0,Male-Population
1444,Estimates,Jordan,,400,Country,922,1965,125,85,69,65,55,46,37,29,23,18,15,13,10,9,6,4,2,1,0,0,0,Male-Population
1445,Estimates,Jordan,,400,Country,922,1970,175,131,105,87,80,68,57,46,35,28,22,17,14,11,8,5,2,1,0,0,0,Male-Population
1446,Estimates,Jordan,,400,Country,922,1975,213,163,129,104,85,78,67,56,45,34,26,20,16,12,9,6,3,1,0,0,0,Male-Population
1447,Estimates,Jordan,,400,Country,922,1980,228,210,172,143,108,72,58,52,47,40,32,25,19,14,11,8,4,1,0,0,0,Male-Population
1448,Estimates,Jordan,,400,Country,922,1985,263,234,217,182,142,103,76,61,53,49,39,30,24,17,16,13,6,2,0,0,0,Male-Population
1449,Estimates,Jordan,,400,Country,922,1990,309,289,247,228,188,144,103,76,61,53,47,37,28,21,14,11,8,3,0,0,0,Male-Population
1450,Estimates,Jordan,,400,Country,922,1995,353,311,298,267,259,228,178,122,88,71,63,55,41,28,18,10,6,3,1,0,0,Male-Population
1451,Estimates,Jordan,,400,Country,922,2000,384,345,313,300,264,246,208,157,107,79,66,59,50,35,22,12,6,3,1,0,0,Male-Population
1452,Estimates,Jordan,,400,Country,922,2005,417,373,341,313,300,262,239,198,147,99,73,61,54,44,28,15,7,2,1,0,0,Male-Population
1453,Estimates,Jordan,,400,Country,922,2010,512,461,412,375,343,326,284,256,210,154,105,77,62,52,39,22,10,3,1,0,0,Male-Population
1454,Estimates,Jordan,,400,Country,922,2015,589,577,525,472,432,391,362,312,279,228,168,113,81,62,49,32,16,5,1,0,0,Male-Population
1455,Estimates,Jordan,,400,Country,922,2020,543,588,577,525,474,435,393,363,311,277,224,162,106,72,52,36,20,7,1,0,0,Male-Population
1456,Estimates,Kuwait,,414,Country,922,1950,12,10,8,9,12,11,9,7,4,3,3,2,1,1,1,0,0,0,0,0,0,Male-Population
1457,Estimates,Kuwait,,414,Country,922,1955,15,10,7,9,15,15,12,8,6,4,3,2,1,1,1,0,0,0,0,0,0,Male-Population
1458,Estimates,Kuwait,,414,Country,922,1960,21,17,11,12,23,29,22,12,9,6,3,3,2,1,1,1,0,0,0,0,0,Male-Population
1459,Estimates,Kuwait,,414,Country,922,1965,45,29,22,23,37,42,30,23,14,9,7,3,3,2,1,1,0,0,0,0,0,Male-Population
1460,Estimates,Kuwait,,414,Country,922,1970,71,56,39,31,45,45,39,32,21,13,11,5,4,3,2,2,0,0,0,0,0,Male-Population
1461,Estimates,Kuwait,,414,Country,922,1975,102,75,56,46,48,50,47,42,30,22,12,7,7,3,2,3,1,0,0,0,0,Male-Population
1462,Estimates,Kuwait,,414,Country,922,1980,107,98,75,62,75,88,74,62,55,33,25,13,7,5,2,3,1,0,0,0,0,Male-Population
1463,Estimates,Kuwait,,414,Country,922,1985,135,102,90,74,80,114,113,87,63,48,35,16,11,5,2,3,1,0,0,0,0,Male-Population
1464,Estimates,Kuwait,,414,Country,922,1990,126,134,111,90,102,141,143,109,83,59,39,25,12,8,4,2,2,0,0,0,0,Male-Population
1465,Estimates,Kuwait,,414,Country,922,1995,90,82,81,55,67,129,126,103,78,51,29,18,11,4,5,2,1,1,0,0,0,Male-Population
1466,Estimates,Kuwait,,414,Country,922,2000,116,100,82,88,95,109,150,137,113,87,55,28,17,10,3,3,1,0,0,0,0,Male-Population
1467,Estimates,Kuwait,,414,Country,922,2005,108,104,92,79,121,174,172,156,112,86,58,31,20,16,8,2,2,0,0,0,0,Male-Population
1468,Estimates,Kuwait,,414,Country,922,2010,140,110,104,100,136,231,248,196,169,111,77,49,26,15,12,6,1,1,0,0,0,Male-Population
1469,Estimates,Kuwait,,414,Country,922,2015,155,145,122,114,118,186,292,314,270,211,129,99,55,21,14,8,3,0,0,0,0,Male-Population
1470,Estimates,Kuwait,,414,Country,922,2020,148,171,173,124,113,148,226,326,340,290,228,144,100,48,18,10,4,1,0,0,0,Male-Population
1471,Estimates,Lebanon,,422,Country,922,1950,93,69,67,67,62,49,35,42,36,31,27,25,21,18,14,9,4,1,0,0,0,Male-Population
1472,Estimates,Lebanon,,422,Country,922,1955,134,90,68,67,66,61,49,34,41,35,30,24,23,18,14,9,4,1,0,0,0,Male-Population
1473,Estimates,Lebanon,,422,Country,922,1960,157,135,91,69,67,67,62,49,34,41,34,28,22,19,14,10,5,2,0,0,0,Male-Population
1474,Estimates,Lebanon,,422,Country,922,1965,174,155,135,92,70,68,68,62,48,34,39,32,26,19,15,10,5,2,0,0,0,Male-Population
1475,Estimates,Lebanon,,422,Country,922,1970,175,166,150,129,87,68,66,65,59,46,31,35,29,22,15,10,5,2,0,0,0,Male-Population
1476,Estimates,Lebanon,,422,Country,922,1975,185,172,164,148,127,85,67,65,64,58,44,29,32,24,17,10,6,2,0,0,0,Male-Population
1477,Estimates,Lebanon,,422,Country,922,1980,185,171,158,144,120,100,65,50,54,56,50,37,25,27,19,12,5,2,0,0,0,Male-Population
1478,Estimates,Lebanon,,422,Country,922,1985,178,179,168,150,127,98,81,51,41,46,50,45,32,20,20,13,6,2,1,0,0,Male-Population
1479,Estimates,Lebanon,,422,Country,922,1990,181,174,177,163,139,113,87,73,45,36,43,45,40,28,16,14,7,3,1,0,0,Male-Population
1480,Estimates,Lebanon,,422,Country,922,1995,220,189,179,189,191,175,144,109,87,55,42,45,45,37,24,12,9,3,1,0,0,Male-Population
1481,Estimates,Lebanon,,422,Country,922,2000,213,212,188,179,187,189,174,142,106,88,53,39,43,42,32,17,7,4,1,0,0,Male-Population
1482,Estimates,Lebanon,,422,Country,922,2005,214,242,254,220,200,193,183,198,191,134,98,75,55,51,42,24,12,4,1,0,0,Male-Population
1483,Estimates,Lebanon,,422,Country,922,2010,190,213,241,253,217,197,190,180,196,188,132,95,71,50,45,33,16,6,1,0,0,Male-Population
1484,Estimates,Lebanon,,422,Country,922,2015,321,305,299,299,284,245,234,230,212,219,204,142,100,72,49,39,24,8,2,0,0,Male-Population
1485,Estimates,Lebanon,,422,Country,922,2020,289,307,294,291,294,280,240,229,224,207,213,198,134,92,63,39,27,12,3,0,0,Male-Population
1486,Estimates,Oman,,512,Country,922,1950,40,31,27,24,20,17,15,13,11,9,8,6,4,3,2,1,0,0,0,0,0,Male-Population
1487,Estimates,Oman,,512,Country,922,1955,43,35,30,26,22,17,14,13,12,10,8,7,5,3,2,1,0,0,0,0,0,Male-Population
1488,Estimates,Oman,,512,Country,922,1960,51,39,34,29,24,19,14,12,12,10,9,7,6,4,2,1,0,0,0,0,0,Male-Population
1489,Estimates,Oman,,512,Country,922,1965,59,46,38,33,28,21,15,12,11,11,10,8,6,5,3,1,0,0,0,0,0,Male-Population
1490,Estimates,Oman,,512,Country,922,1970,70,55,45,37,31,26,19,14,11,10,10,9,7,5,3,2,1,0,0,0,0,Male-Population
1491,Estimates,Oman,,512,Country,922,1975,85,66,54,46,38,36,32,22,15,11,10,9,8,6,4,2,1,0,0,0,0,Male-Population
1492,Estimates,Oman,,512,Country,922,1980,117,82,65,56,51,54,56,41,26,17,11,9,8,6,4,2,1,0,0,0,0,Male-Population
1493,Estimates,Oman,,512,Country,922,1985,152,115,81,67,61,68,75,66,45,28,17,11,8,7,5,3,1,0,0,0,0,Male-Population
1494,Estimates,Oman,,512,Country,922,1990,165,142,111,77,78,85,89,84,64,43,27,16,10,7,5,3,2,0,0,0,0,Male-Population
1495,Estimates,Oman,,512,Country,922,1995,158,151,137,103,87,143,151,124,97,57,39,25,15,8,5,4,2,1,0,0,0,Male-Population
1496,Estimates,Oman,,512,Country,922,2000,145,147,139,125,130,127,124,100,79,58,28,25,20,12,7,4,2,1,0,0,0,Male-Population
1497,Estimates,Oman,,512,Country,922,2005,131,137,151,149,137,152,139,119,95,77,53,24,22,16,9,5,2,1,0,0,0,Male-Population
1498,Estimates,Oman,,512,Country,922,2010,150,123,127,139,233,270,220,183,131,82,66,45,21,19,13,7,3,1,0,0,0,Male-Population
1499,Estimates,Oman,,512,Country,922,2015,196,154,124,121,244,532,489,298,226,139,107,70,36,14,15,10,5,2,0,0,0,Male-Population
1500,Estimates,Oman,,512,Country,922,2020,232,192,166,94,200,580,669,411,284,206,124,94,57,28,12,12,7,3,1,0,0,Male-Population
1501,Estimates,Qatar,,634,Country,922,1950,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Male-Population
1502,Estimates,Qatar,,634,Country,922,1955,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Male-Population
1503,Estimates,Qatar,,634,Country,922,1960,4,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,Male-Population
1504,Estimates,Qatar,,634,Country,922,1965,6,5,4,5,5,5,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,Male-Population
1505,Estimates,Qatar,,634,Country,922,1970,9,7,5,7,9,9,7,6,4,3,2,1,1,0,0,0,0,0,0,0,0,Male-Population
1506,Estimates,Qatar,,634,Country,922,1975,12,9,8,10,14,15,13,10,7,5,3,2,1,1,1,0,0,0,0,0,0,Male-Population
1507,Estimates,Qatar,,634,Country,922,1980,17,12,9,11,17,20,17,12,9,6,4,2,2,1,1,0,0,0,0,0,0,Male-Population
1508,Estimates,Qatar,,634,Country,922,1985,25,17,13,11,26,43,40,28,18,12,7,4,2,1,1,0,0,0,0,0,0,Male-Population
1509,Estimates,Qatar,,634,Country,922,1990,26,25,18,17,23,38,50,45,32,19,12,6,3,2,1,0,0,0,0,0,0,Male-Population
1510,Estimates,Qatar,,634,Country,922,1995,26,25,22,16,30,43,46,48,35,21,12,7,4,2,1,1,0,0,0,0,0,Male-Population
1511,Estimates,Qatar,,634,Country,922,2000,28,27,24,23,24,41,50,49,48,33,19,10,5,3,2,1,0,0,0,0,0,Male-Population
1512,Estimates,Qatar,,634,Country,922,2005,35,32,31,26,47,73,80,73,64,55,34,20,8,3,2,1,0,0,0,0,0,Male-Population
1513,Estimates,Qatar,,634,Country,922,2010,48,41,34,35,165,267,237,221,163,102,58,29,13,3,2,1,1,0,0,0,0,Male-Population
1514,Estimates,Qatar,,634,Country,922,2015,66,61,50,64,213,375,345,258,201,135,90,52,26,11,3,1,1,0,0,0,0,Male-Population
1515,Estimates,Qatar,,634,Country,922,2020,69,70,63,58,189,407,401,264,197,165,125,79,43,22,9,2,1,1,0,0,0,Male-Population
1516,Estimates,Saudi Arabia,,682,Country,922,1950,273,212,182,158,136,115,99,86,75,65,55,45,35,25,15,7,2,1,0,0,0,Male-Population
1517,Estimates,Saudi Arabia,,682,Country,922,1955,302,249,208,179,154,131,112,96,83,72,61,50,39,28,18,9,3,1,0,0,0,Male-Population
1518,Estimates,Saudi Arabia,,682,Country,922,1960,356,280,246,205,174,149,127,108,92,79,67,56,44,32,21,11,4,1,0,0,0,Male-Population
1519,Estimates,Saudi Arabia,,682,Country,922,1965,436,341,280,248,209,179,153,130,109,91,76,63,50,37,24,13,5,1,0,0,0,Male-Population
1520,Estimates,Saudi Arabia,,682,Country,922,1970,535,422,341,288,262,224,190,159,133,108,89,71,56,42,28,15,6,2,0,0,0,Male-Population
1521,Estimates,Saudi Arabia,,682,Country,922,1975,690,534,437,373,339,314,263,215,176,140,111,87,67,50,33,19,8,2,0,0,0,Male-Population
